,time,confidence
0,2017.12.05 17:45,0.65
1,2017.12.05 18:00,0.6
2,2017.12.05 18:00,0.6
3,2017.12.06 16:15,0.6
4,2017.12.06 18:30,0.8
5,2017.12.07 16:30,0.75
6,2017.12.08 16:30,0.5
7,2017.12.08 16:30,0.8
8,2017.12.08 16:30,0.8
9,2017.12.11 18:00,0.65
10,2017.12.11 21:00,0.6
11,2017.12.12 16:30,0.5
12,2017.12.12 21:00,0.5
13,2017.12.13 16:30,0.6
14,2017.12.13 16:30,0.5
15,2017.12.13 16:30,0.8
16,2017.12.13 16:30,0.8
17,2017.12.13 16:30,0.9
18,2017.12.13 18:30,0.65
19,2017.12.13 22:00,0.5
20,2017.12.13 22:30,0.5
21,2017.12.14 16:30,0.8
22,2017.12.14 16:30,0.9
23,2017.12.14 16:30,0.9
24,2017.12.14 17:45,0.6
25,2017.12.14 17:45,0.8
26,2017.12.20 18:00,0.8
27,2017.12.20 18:30,0.65
28,2017.12.21 16:30,0.5
29,2017.12.21 16:30,0.85
30,2017.12.21 16:30,0.8
31,2017.12.21 16:30,0.6
32,2017.12.22 16:30,0.85
33,2017.12.22 16:30,0.8
34,2017.12.22 16:30,0.5
35,2017.12.22 18:00,0.8
36,2017.12.27 18:00,0.8
37,2017.12.28 16:30,0.6
38,2017.12.28 17:45,0.8
39,2017.12.28 19:00,0.6
40,2018.01.02 17:45,0.6
41,2018.01.03 18:00,0.8
42,2018.01.03 18:00,0.8
43,2018.01.04 16:15,0.8
44,2018.01.04 16:30,0.6
45,2018.01.04 17:45,0.8
46,2018.01.04 19:00,0.8
47,2018.01.05 16:30,0.8
48,2018.01.05 16:30,0.5
49,2018.01.05 18:00,0.6
50,2018.01.05 18:00,0.6
51,2018.01.09 18:00,0.65
52,2018.01.10 18:30,0.6
53,2018.01.10 21:20,0.5
54,2018.01.11 16:30,0.8
55,2018.01.11 16:30,0.6
56,2018.01.11 21:00,0.5
57,2018.01.12 16:30,0.5
58,2018.01.12 16:30,0.5
59,2018.01.12 16:30,0.9
60,2018.01.12 16:30,0.9
61,2018.01.12 16:30,0.8
62,2018.01.12 16:30,0.8
63,2018.01.12 16:30,0.8
64,2018.01.18 16:30,0.8
65,2018.01.18 16:30,0.8
66,2018.01.18 19:00,0.65
67,2018.01.18 21:21,0.5
68,2018.01.24 17:45,0.6
69,2018.01.24 17:45,0.6
70,2018.01.24 18:00,0.6
71,2018.01.24 18:30,0.6
72,2018.01.25 16:30,0.6
73,2018.01.25 18:00,0.8
74,2018.01.26 16:30,0.8
75,2018.01.26 16:30,0.85
76,2018.01.29 16:30,0.8
77,2018.01.29 16:30,0.8
78,2018.01.30 18:00,0.6
79,2018.01.31 16:15,0.8
80,2018.01.31 17:45,0.6
81,2018.01.31 18:30,0.8
82,2018.01.31 22:00,0.5
83,2018.02.01 16:30,0.8
84,2018.02.01 17:45,0.8
85,2018.02.01 18:00,0.65
86,2018.02.01 18:00,0.75
87,2018.02.02 16:30,0.6
88,2018.02.02 16:30,0.9
89,2018.02.02 16:30,0.5
90,2018.02.05 17:45,0.6
91,2018.02.05 18:00,0.8
92,2018.02.05 18:00,0.65
93,2018.02.06 18:00,0.65
94,2018.02.07 18:30,0.65
95,2018.02.07 22:14,0.6
96,2018.02.08 16:30,0.8
97,2018.02.08 21:00,0.6
98,2018.02.14 16:30,0.9
99,2018.02.14 16:30,0.5
100,2018.02.14 16:30,0.9
101,2018.02.14 16:30,0.8
102,2018.02.14 16:30,0.8
103,2018.02.14 16:30,0.5
104,2018.02.14 16:30,0.8
105,2018.02.14 18:30,0.6
106,2018.02.15 16:30,0.8
107,2018.02.15 16:30,0.8
108,2018.02.15 16:30,0.85
109,2018.02.21 17:45,0.8
110,2018.02.21 17:45,0.8
111,2018.02.21 18:00,0.6
112,2018.02.22 16:30,0.8
113,2018.02.22 19:00,0.65
114,2018.02.26 18:00,0.8
115,2018.02.27 16:30,0.8
116,2018.02.27 16:30,0.5
117,2018.02.27 18:00,0.8
118,2018.02.28 16:30,0.6
119,2018.02.28 17:45,0.65
120,2018.02.28 18:30,0.8
121,2018.03.01 16:30,0.8
122,2018.03.01 16:30,0.5
123,2018.03.01 16:30,0.9
124,2018.03.01 17:45,0.6
125,2018.03.01 18:00,0.5
126,2018.03.01 18:00,0.5
127,2018.03.01 18:00,0.65
128,2018.03.05 17:45,0.8
129,2018.03.05 18:00,0.6
130,2018.03.05 18:00,0.6
131,2018.03.07 16:15,0.8
132,2018.03.07 18:30,0.8
133,2018.03.08 16:30,0.65
134,2018.03.09 16:30,0.9
135,2018.03.09 16:30,0.8
136,2018.03.12 20:00,0.5
137,2018.03.13 15:30,0.5
138,2018.03.13 15:30,0.8
139,2018.03.13 15:30,0.5
140,2018.03.13 15:30,0.8
141,2018.03.13 15:30,0.8
142,2018.03.13 20:00,0.5
143,2018.03.14 15:30,0.8
144,2018.03.14 15:30,0.5
145,2018.03.14 15:30,0.8
146,2018.03.14 17:30,0.6
147,2018.03.15 15:30,0.6
148,2018.03.15 15:30,0.6
149,2018.03.16 17:00,0.8
150,2018.03.21 17:00,0.6
151,2018.03.21 17:30,0.65
152,2018.03.21 21:00,0.8
153,2018.03.21 21:30,0.5
154,2018.03.22 15:30,0.6
155,2018.03.22 16:45,0.6
156,2018.03.22 16:45,0.75
157,2018.03.23 15:30,0.85
158,2018.03.23 17:00,0.6
159,2018.03.27 17:00,0.6
160,2018.03.28 15:30,0.8
161,2018.03.28 15:30,0.8
162,2018.03.28 17:30,0.6
163,2018.03.29 15:30,0.8
164,2018.03.29 15:30,0.8
165,2018.03.29 15:30,0.8
166,2018.03.29 16:45,0.6
167,2018.04.02 16:45,0.5
168,2018.04.02 17:00,0.6
169,2018.04.02 17:00,0.8
170,2018.04.04 15:15,0.8
171,2018.04.04 16:45,0.6
172,2018.04.04 17:00,0.6
173,2018.04.04 17:00,0.65
174,2018.04.04 17:30,0.8
175,2018.04.05 15:30,0.8
176,2018.04.06 15:30,0.6
177,2018.04.06 15:30,0.8
178,2018.04.06 20:30,0.5
179,2018.04.10 15:30,0.8
180,2018.04.11 15:30,0.5
181,2018.04.11 15:30,0.9
182,2018.04.11 15:30,0.8
183,2018.04.11 15:30,0.8
184,2018.04.11 15:30,0.8
185,2018.04.11 17:30,0.6
186,2018.04.11 20:00,0.5
187,2018.04.12 15:30,0.6
188,2018.04.12 20:00,0.5
189,2018.04.13 17:00,0.6
190,2018.04.16 15:30,0.9
191,2018.04.16 15:30,0.5
192,2018.04.18 17:30,0.65
193,2018.04.19 15:30,0.6
194,2018.04.19 15:30,0.6
195,2018.04.23 16:45,0.8
196,2018.04.23 16:45,0.6
197,2018.04.23 17:00,0.75
198,2018.04.24 17:00,0.8
199,2018.04.24 17:00,0.8
200,2018.04.25 17:30,0.6
201,2018.04.26 15:30,0.8
202,2018.04.26 15:30,0.8
203,2018.04.27 15:30,0.5
204,2018.04.30 15:30,0.8
205,2018.04.30 15:30,0.8
206,2018.04.30 16:45,0.6
207,2018.05.01 16:45,0.6
208,2018.05.01 17:00,0.6
209,2018.05.01 17:00,0.8
210,2018.05.02 15:15,0.6
211,2018.05.02 17:30,0.65
212,2018.05.02 21:00,0.5
213,2018.05.03 15:30,0.8
214,2018.05.03 16:45,0.6
215,2018.05.03 17:00,0.65
216,2018.05.03 17:00,0.6
217,2018.05.04 15:30,0.6
218,2018.05.04 15:30,0.8
219,2018.05.04 15:30,0.8
220,2018.05.08 10:15,0.5
221,2018.05.08 17:00,0.8
222,2018.05.09 15:30,0.8
223,2018.05.09 17:30,0.65
224,2018.05.09 20:01,0.6
225,2018.05.10 15:30,0.5
226,2018.05.10 15:30,0.8
227,2018.05.10 15:30,0.5
228,2018.05.10 15:30,0.8
229,2018.05.10 15:30,0.9
230,2018.05.10 15:30,0.65
231,2018.05.10 20:00,0.6
232,2018.05.15 15:30,0.8
233,2018.05.15 15:30,0.8
234,2018.05.16 17:30,0.65
235,2018.05.17 15:30,0.8
236,2018.05.17 15:30,0.65
237,2018.05.23 16:45,0.6
238,2018.05.23 16:45,0.8
239,2018.05.23 17:00,0.65
240,2018.05.23 17:30,0.65
241,2018.05.24 15:30,0.8
242,2018.05.24 17:00,0.5
243,2018.05.25 15:30,0.8
244,2018.05.25 16:20,0.5
245,2018.05.29 17:00,0.65
246,2018.05.30 15:15,0.6
247,2018.05.30 15:30,0.6
248,2018.05.31 15:30,0.8
249,2018.05.31 15:30,0.6
250,2018.05.31 15:30,0.6
251,2018.05.31 16:45,0.8
252,2018.05.31 18:00,0.8
253,2018.06.01 15:30,0.85
254,2018.06.01 15:30,0.9
255,2018.06.01 15:30,0.8
256,2018.06.01 16:45,0.6
257,2018.06.01 17:00,0.8
258,2018.06.01 17:00,0.6
259,2018.06.05 16:45,0.8
260,2018.06.05 17:00,0.8
261,2018.06.05 17:00,0.6
262,2018.06.05 17:00,0.75
263,2018.06.06 17:30,0.6
264,2018.06.07 15:30,0.6
265,2018.06.11 20:00,0.5
266,2018.06.12 15:30,0.5
267,2018.06.12 15:30,0.5
268,2018.06.12 15:30,0.5
269,2018.06.12 15:30,0.8
270,2018.06.12 15:30,0.5
271,2018.06.12 20:00,0.5
272,2018.06.13 15:30,0.9
273,2018.06.13 17:30,0.8
274,2018.06.13 21:00,0.5
275,2018.06.13 21:30,0.5
276,2018.06.14 15:30,0.9
277,2018.06.14 15:30,0.8
278,2018.06.14 15:30,0.9
279,2018.06.20 16:30,0.5
280,2018.06.20 17:00,0.6
281,2018.06.20 17:30,0.8
282,2018.06.21 15:30,0.65
283,2018.06.21 15:30,0.8
284,2018.06.21 20:00,0.5
285,2018.06.22 16:45,0.6
286,2018.06.22 16:45,0.65
287,2018.06.25 17:00,0.8
288,2018.06.26 17:00,0.6
289,2018.06.27 15:30,0.65
290,2018.06.27 17:30,0.8
291,2018.06.28 15:30,0.6
292,2018.06.28 15:30,0.8
293,2018.06.28 15:30,0.6
294,2018.06.29 15:30,0.8
295,2018.06.29 15:30,0.5
296,2018.06.29 16:45,0.8
297,2018.07.02 16:45,0.8
298,2018.07.02 17:00,0.8
299,2018.07.02 17:00,0.65
300,2018.07.05 15:15,0.65
301,2018.07.05 15:30,0.6
302,2018.07.05 16:45,0.8
303,2018.07.05 17:00,0.65
304,2018.07.05 17:00,0.8
305,2018.07.05 18:00,0.65
306,2018.07.06 15:30,0.8
307,2018.07.06 15:30,0.65
308,2018.07.10 17:00,0.6
309,2018.07.11 15:30,0.8
310,2018.07.11 17:30,0.8
311,2018.07.11 20:08,0.5
312,2018.07.12 15:30,0.9
313,2018.07.12 15:30,0.8
314,2018.07.12 15:30,0.8
315,2018.07.12 15:30,0.8
316,2018.07.12 15:30,0.5
317,2018.07.12 15:30,0.5
318,2018.07.12 20:00,0.5
319,2018.07.16 15:30,0.8
320,2018.07.16 15:30,0.8
321,2018.07.17 17:00,0.5
322,2018.07.18 17:00,0.5
323,2018.07.18 17:30,0.8
324,2018.07.19 15:30,0.8
325,2018.07.19 15:30,0.6
326,2018.07.23 17:00,0.6
327,2018.07.24 16:45,0.6
328,2018.07.24 16:45,0.6
329,2018.07.25 17:00,0.65
330,2018.07.25 17:30,0.8
331,2018.07.26 15:30,0.85
332,2018.07.26 15:30,0.65
333,2018.07.27 15:30,0.9
334,2018.07.31 15:30,0.5
335,2018.07.31 15:30,0.5
336,2018.07.31 16:45,0.8
337,2018.07.31 17:00,0.6
338,2018.08.01 15:15,0.8
339,2018.08.01 16:45,0.6
340,2018.08.01 17:00,0.6
341,2018.08.01 17:00,0.65
342,2018.08.01 17:30,0.8
343,2018.08.01 21:00,0.5
344,2018.08.02 15:30,0.6
345,2018.08.03 15:30,0.65
346,2018.08.03 15:30,0.8
347,2018.08.03 15:30,0.5
348,2018.08.03 16:45,0.6
349,2018.08.03 17:00,0.65
350,2018.08.03 17:00,0.65
351,2018.08.07 17:00,0.65
352,2018.08.08 17:30,0.6
353,2018.08.08 20:00,0.6
354,2018.08.09 15:30,0.5
355,2018.08.09 15:30,0.8
356,2018.08.09 20:00,0.6
357,2018.08.10 15:30,0.5
358,2018.08.10 15:30,0.5
359,2018.08.10 15:30,0.5
360,2018.08.10 15:30,0.8
361,2018.08.10 15:30,0.8
362,2018.08.15 15:30,0.8
363,2018.08.15 15:30,0.8
364,2018.08.15 17:30,0.6
365,2018.08.16 15:30,0.8
366,2018.08.16 15:30,0.8
367,2018.08.22 17:00,0.6
368,2018.08.22 17:30,0.8
369,2018.08.23 15:30,0.8
370,2018.08.23 16:45,0.6
371,2018.08.23 16:45,0.6
372,2018.08.23 17:00,0.65
373,2018.08.24 15:30,0.8
374,2018.08.24 17:00,0.5
375,2018.08.28 17:00,0.8
376,2018.08.29 15:30,0.65
377,2018.08.29 17:30,0.65
378,2018.08.30 15:30,0.8
379,2018.08.30 15:30,0.5
380,2018.08.30 15:30,0.8
381,2018.08.31 16:45,0.5
382,2018.09.04 16:45,0.75
