Time,Deal,Symbol,Type,Direction,Volume,Price,Order,Commission,Swap,Profit,Balance,Comment
2018.01.01 00:00:00,1.0,,balance,,,,,0,0.0,10000.0,10000.0,
2018.01.02 17:53:20,2.0,USTEC,buy,in,2.3,6488.2,2.0,0,0.0,0.0,10000.0,
2018.01.02 23:50:00,3.0,USTEC,sell,out,2.3,6502.4,3.0,0,0.0,32.66,10032.66,
2018.01.03 18:09:40,4.0,USTEC,buy,in,2.2,6562.1,4.0,0,0.0,0.0,10032.66,
2018.01.03 23:50:00,5.0,USTEC,sell,out,2.2,6568.2,5.0,0,0.0,13.42,10046.08,
2018.01.04 16:43:40,6.0,USTEC,sell,in,2.2,6579.5,6.0,0,0.0,0.0,10046.08,
2018.01.04 23:50:00,7.0,USTEC,buy,out,2.2,6596.9,8.0,0,0.0,-38.28,10007.8,
2018.01.05 17:55:40,9.0,USTEC,buy,in,2.2,6627.0,9.0,0,0.0,0.0,10007.8,
2018.01.05 16:34:40,8.0,USTEC,sell,in,2.2,6609.0,10.0,0,0.0,0.0,10007.8,
2018.01.08 18:24:00,10.0,USTEC,buy,out,2.2,6675.09,12.0,0,10.94,-145.4,9873.34,sl 6675.09
2018.01.08 23:50:00,11.0,USTEC,sell,out,2.2,6677.2,13.0,0,-21.34,110.44,9962.44,
2018.01.09 20:03:40,12.0,USTEC,buy,in,2.2,6693.0,14.0,0,0.0,0.0,9962.44,
2018.01.09 23:50:00,13.0,USTEC,sell,out,2.2,6669.3,16.0,0,0.0,-52.14,9910.3,
2018.01.10 20:54:40,14.0,USTEC,buy,in,2.2,6659.2,17.0,0,0.0,0.0,9910.3,
2018.01.10 23:50:01,15.0,USTEC,sell,out,2.2,6666.2,19.0,0,0.0,15.4,9925.7,
2018.01.11 22:50:40,16.0,USTEC,buy,in,2.2,6704.0,20.0,0,0.0,0.0,9925.7,
2018.01.11 23:50:00,17.0,USTEC,sell,out,2.2,6716.1,22.0,0,0.0,26.62,9952.32,
2018.01.12 17:38:40,18.0,USTEC,buy,in,2.2,6733.4,23.0,0,0.0,0.0,9952.32,
2018.01.12 23:50:00,19.0,USTEC,sell,out,2.2,6766.0,25.0,0,0.0,71.72,10024.04,
2018.01.18 16:37:20,20.0,USTEC,buy,in,2.2,6808.6,26.0,0,0.0,0.0,10024.04,
2018.01.18 19:29:40,21.0,USTEC,buy,in,2.2,6815.8,27.0,0,0.0,0.0,10024.04,
2018.01.18 23:50:00,22.0,USTEC,sell,out,2.2,6800.8,29.0,0,0.0,-17.16,10006.88,
2018.01.18 23:51:00,23.0,USTEC,sell,out,2.2,6801.5,30.0,0,0.0,-31.46,9975.42,
2018.01.24 18:13:40,24.0,USTEC,sell,in,2.1,6954.5,32.0,0,0.0,0.0,9975.42,
2018.01.24 23:50:00,25.0,USTEC,buy,out,2.1,6924.1,33.0,0,0.0,63.84,10039.26,
2018.01.25 16:39:40,26.0,USTEC,sell,in,2.1,6949.4,35.0,0,0.0,0.0,10039.26,
2018.01.25 23:50:00,27.0,USTEC,buy,out,2.1,6926.6,36.0,0,0.0,47.88,10087.14,
2018.01.26 16:58:20,29.0,USTEC,buy,in,2.1,6960.9,37.0,0,0.0,0.0,10087.14,
2018.01.26 16:32:40,28.0,USTEC,sell,in,2.1,6942.9,38.0,0,0.0,0.0,10087.14,
2018.01.26 22:50:40,30.0,USTEC,buy,out,2.1,7012.33,39.0,0,0.0,-145.8,9941.34,sl 7012.33
2018.01.26 23:50:00,31.0,USTEC,sell,out,2.1,7022.1,40.0,0,0.0,128.52,10069.86,
2018.01.29 16:40:40,32.0,USTEC,buy,in,2.1,7008.3,41.0,0,0.0,0.0,10069.86,
2018.01.29 23:50:00,33.0,USTEC,sell,out,2.1,6984.2,42.0,0,0.0,-50.61,10019.25,
2018.01.30 18:09:40,34.0,USTEC,buy,in,2.1,6956.1,43.0,0,0.0,0.0,10019.25,
2018.01.30 23:50:00,35.0,USTEC,sell,out,2.1,6928.7,45.0,0,0.0,-57.54,9961.71,
2018.01.31 16:25:40,36.0,USTEC,buy,in,2.1,6970.2,46.0,0,0.0,0.0,9961.71,
2018.01.31 17:58:40,37.0,USTEC,sell,in,2.1,6955.0,48.0,0,0.0,0.0,9961.71,
2018.01.31 23:50:00,38.0,USTEC,sell,out,2.1,6915.3,49.0,0,0.0,-115.29,9846.42,
2018.01.31 23:51:00,39.0,USTEC,buy,out,2.1,6918.7,50.0,0,0.0,76.23,9922.65,
2018.02.01 17:50:40,40.0,USTEC,buy,in,2.1,6960.7,51.0,0,0.0,0.0,9922.65,
2018.02.01 19:00:40,41.0,USTEC,buy,in,2.1,6964.8,52.0,0,0.0,0.0,9922.65,
2018.02.01 22:32:40,42.0,USTEC,sell,out,2.1,6891.09,53.0,0,0.0,-146.18,9776.47,sl 6891.09
2018.02.01 22:32:40,43.0,USTEC,sell,out,2.1,6895.15,54.0,0,0.0,-146.27,9630.2,sl 6895.15
2018.02.02 16:35:40,44.0,USTEC,buy,in,2.0,6885.2,55.0,0,0.0,0.0,9630.2,
2018.02.02 16:51:40,45.0,USTEC,sell,in,2.1,6836.7,56.0,0,0.0,0.0,9630.2,
2018.02.02 17:03:40,46.0,USTEC,sell,out,2.0,6816.35,57.0,0,0.0,-137.7,9492.5,sl 6816.35
2018.02.02 23:50:00,47.0,USTEC,buy,out,2.1,6752.9,58.0,0,0.0,175.98,9668.48,
2018.02.06 21:55:40,48.0,USTEC,buy,in,2.1,6597.8,60.0,0,0.0,0.0,9668.48,
2018.02.06 23:50:00,49.0,USTEC,sell,out,2.1,6646.5,61.0,0,0.0,102.27,9770.75,
2018.02.15 16:50:20,50.0,USTEC,buy,in,2.1,6737.4,65.0,0,0.0,0.0,9770.75,
2018.02.15 18:03:40,51.0,USTEC,sell,out,2.1,6670.03,66.0,0,0.0,-141.48,9629.27,sl 6670.03
2018.02.21 18:00:20,52.0,USTEC,buy,in,2.1,6841.1,67.0,0,0.0,0.0,9629.27,
2018.02.21 18:25:40,53.0,USTEC,buy,in,2.1,6841.1,68.0,0,0.0,0.0,9629.27,
2018.02.21 22:56:40,54.0,USTEC,sell,out,2.1,6772.69,69.0,0,0.0,-143.66,9485.61,sl 6772.69
2018.02.21 22:56:40,55.0,USTEC,sell,out,2.1,6772.69,70.0,0,0.0,-143.66,9341.95,sl 6772.69
2018.02.26 18:32:20,56.0,USTEC,buy,in,2.0,6961.7,72.0,0,0.0,0.0,9341.95,
2018.02.26 23:50:00,57.0,USTEC,sell,out,2.0,6998.8,74.0,0,0.0,74.2,9416.15,
2018.02.27 16:32:20,58.0,USTEC,buy,in,2.0,6995.3,75.0,0,0.0,0.0,9416.15,
2018.02.27 16:54:40,59.0,USTEC,sell,in,2.0,6972.1,76.0,0,0.0,0.0,9416.15,
2018.02.27 19:18:40,60.0,USTEC,sell,out,2.0,6925.35,77.0,0,0.0,-139.9,9276.25,sl 6925.35
2018.02.27 23:50:00,61.0,USTEC,buy,out,2.0,6914.0,78.0,0,0.0,116.2,9392.45,
2018.02.28 16:54:40,62.0,USTEC,buy,in,2.0,6944.8,79.0,0,0.0,0.0,9392.45,
2018.02.28 17:57:20,63.0,USTEC,sell,in,2.0,6908.3,80.0,0,0.0,0.0,9392.45,
2018.02.28 20:59:40,65.0,USTEC,buy,in,2.0,6958.0,81.0,0,0.0,0.0,9392.45,
2018.02.28 18:40:40,64.0,USTEC,sell,in,2.0,6901.4,82.0,0,0.0,0.0,9392.45,
2018.02.28 22:45:40,66.0,USTEC,sell,out,2.0,6875.35,83.0,0,0.0,-138.9,9253.55,sl 6875.35
2018.02.28 22:45:40,67.0,USTEC,sell,out,2.0,6888.42,84.0,0,0.0,-139.16,9114.39,sl 6888.42
2018.02.28 23:50:00,68.0,USTEC,buy,out,2.0,6878.8,85.0,0,0.0,59.0,9173.39,
2018.02.28 23:51:00,69.0,USTEC,buy,out,2.0,6878.7,86.0,0,0.0,45.4,9218.79,
2018.03.05 17:56:40,70.0,USTEC,buy,in,2.0,6807.8,88.0,0,0.0,0.0,9218.79,
2018.03.05 23:50:00,71.0,USTEC,sell,out,2.0,6874.8,89.0,0,0.0,134.0,9352.79,
2018.03.07 16:31:40,72.0,USTEC,buy,in,2.0,6875.7,90.0,0,0.0,0.0,9352.79,
2018.03.07 22:05:40,74.0,USTEC,buy,in,2.0,6915.1,91.0,0,0.0,0.0,9352.79,
2018.03.07 19:10:40,73.0,USTEC,sell,in,2.0,6852.7,92.0,0,0.0,0.0,9352.79,
2018.03.07 22:07:40,75.0,USTEC,buy,out,2.0,6921.23,93.0,0,0.0,-137.06,9215.73,sl 6921.23
2018.03.07 23:50:00,76.0,USTEC,sell,out,2.0,6919.6,94.0,0,0.0,87.8,9303.53,
2018.03.07 23:51:00,77.0,USTEC,sell,out,2.0,6919.6,95.0,0,0.0,9.0,9312.53,
2018.03.08 16:35:40,78.0,USTEC,buy,in,2.0,6964.7,96.0,0,0.0,0.0,9312.53,
2018.03.08 17:06:40,79.0,USTEC,sell,in,2.0,6943.7,97.0,0,0.0,0.0,9312.53,
2018.03.08 23:50:00,80.0,USTEC,sell,out,2.0,6968.3,98.0,0,0.0,7.2,9319.73,
2018.03.08 23:51:00,81.0,USTEC,buy,out,2.0,6970.4,99.0,0,0.0,-53.4,9266.33,
2018.03.09 17:14:40,82.0,USTEC,buy,in,1.9,7032.4,100.0,0,0.0,0.0,9266.33,
2018.03.09 23:50:00,83.0,USTEC,sell,out,1.9,7093.6,101.0,0,0.0,116.28,9382.61,
2018.03.12 20:05:40,84.0,USTEC,buy,in,1.9,7150.8,102.0,0,0.0,0.0,9382.61,
2018.03.12 23:50:00,85.0,USTEC,sell,out,1.9,7133.2,104.0,0,0.0,-33.44,9349.17,
2018.03.13 21:51:40,86.0,USTEC,sell,in,1.9,7052.1,106.0,0,0.0,0.0,9349.17,
2018.03.13 23:50:00,87.0,USTEC,buy,out,1.9,7045.6,107.0,0,0.0,12.35,9361.52,
2018.03.14 16:14:40,88.0,USTEC,sell,in,1.9,7071.0,109.0,0,0.0,0.0,9361.52,
2018.03.14 23:50:00,89.0,USTEC,buy,out,1.9,7037.0,110.0,0,0.0,64.6,9426.12,
2018.03.15 17:29:40,91.0,USTEC,buy,in,2.0,7049.7,111.0,0,0.0,0.0,9426.12,
2018.03.15 16:45:40,90.0,USTEC,sell,in,2.0,7021.3,112.0,0,0.0,0.0,9426.12,
2018.03.15 23:50:00,92.0,USTEC,sell,out,2.0,7050.0,113.0,0,0.0,0.6,9426.72,
2018.03.15 23:51:00,93.0,USTEC,buy,out,2.0,7052.1,114.0,0,0.0,-61.6,9365.12,
2018.03.21 21:41:40,94.0,USTEC,sell,in,2.0,6859.5,115.0,0,0.0,0.0,9365.12,
2018.03.21 23:50:00,95.0,USTEC,buy,out,2.0,6862.9,116.0,0,0.0,-6.8,9358.32,
2018.03.22 15:40:40,96.0,USTEC,sell,in,2.0,6772.0,118.0,0,0.0,0.0,9358.32,
2018.03.22 23:50:00,97.0,USTEC,buy,out,2.0,6674.2,119.0,0,0.0,195.6,9553.92,
2018.03.27 17:11:40,98.0,USTEC,sell,in,2.1,6760.7,121.0,0,0.0,0.0,9553.92,
2018.03.27 23:50:00,99.0,USTEC,buy,out,2.1,6531.6,122.0,0,0.0,481.11,10035.03,
2018.03.28 19:20:40,100.0,USTEC,buy,in,2.2,6560.9,123.0,0,0.0,0.0,10035.03,
2018.03.28 19:48:40,101.0,USTEC,sell,out,2.2,6495.29,124.0,0,0.0,-144.34,9890.69,sl 6495.29
2018.03.29 17:51:40,103.0,USTEC,buy,in,2.2,6527.0,125.0,0,0.0,0.0,9890.69,
2018.03.29 16:28:40,102.0,USTEC,sell,in,2.2,6490.6,126.0,0,0.0,0.0,9890.69,
2018.03.29 18:01:40,104.0,USTEC,buy,out,2.2,6555.51,127.0,0,0.0,-142.8,9747.89,sl 6555.51
2018.03.29 23:50:00,105.0,USTEC,sell,out,2.2,6560.0,128.0,0,0.0,72.6,9820.49,
2018.04.02 17:02:40,106.0,USTEC,sell,in,2.2,6483.2,129.0,0,0.0,0.0,9820.49,
2018.04.02 23:50:00,107.0,USTEC,buy,out,2.2,6395.6,130.0,0,0.0,192.72,10013.21,
2018.04.04 15:51:40,108.0,USTEC,buy,in,2.3,6359.7,131.0,0,0.0,0.0,10013.21,
2018.04.04 17:10:40,109.0,USTEC,buy,in,2.3,6388.9,132.0,0,0.0,0.0,10013.21,
2018.04.04 17:49:40,110.0,USTEC,buy,in,2.3,6398.5,133.0,0,0.0,0.0,10013.21,
2018.04.04 23:50:00,111.0,USTEC,sell,out,2.3,6569.7,134.0,0,0.0,483.0,10496.21,
2018.04.04 23:50:00,112.0,USTEC,sell,out,2.3,6569.7,135.0,0,0.0,393.76,10889.97,
2018.04.04 23:51:00,113.0,USTEC,sell,out,2.3,6570.3,136.0,0,0.0,417.22,11307.19,
2018.04.05 16:46:40,114.0,USTEC,sell,in,2.5,6593.5,138.0,0,0.0,0.0,11307.19,
2018.04.05 23:50:00,115.0,USTEC,buy,out,2.5,6595.0,139.0,0,0.0,-3.75,11303.44,
2018.04.06 18:02:40,116.0,USTEC,sell,in,2.6,6504.1,140.0,0,0.0,0.0,11303.44,
2018.04.06 20:39:40,117.0,USTEC,sell,in,2.6,6501.9,142.0,0,0.0,0.0,11303.44,
2018.04.06 23:50:00,118.0,USTEC,buy,out,2.6,6444.2,143.0,0,0.0,155.74,11459.18,
2018.04.06 23:51:00,119.0,USTEC,buy,out,2.6,6443.1,144.0,0,0.0,152.88,11612.06,
2018.04.10 17:45:40,120.0,USTEC,buy,in,2.6,6596.2,145.0,0,0.0,0.0,11612.06,
2018.04.10 23:50:00,121.0,USTEC,sell,out,2.6,6612.7,146.0,0,0.0,42.9,11654.96,
2018.04.11 16:30:40,122.0,USTEC,buy,in,2.6,6588.4,147.0,0,0.0,0.0,11654.96,
2018.04.11 23:50:00,123.0,USTEC,sell,out,2.6,6582.0,149.0,0,0.0,-16.64,11638.32,
2018.04.12 15:33:40,124.0,USTEC,buy,in,2.6,6627.2,150.0,0,0.0,0.0,11638.32,
2018.04.12 23:50:00,125.0,USTEC,sell,out,2.6,6660.3,152.0,0,0.0,86.06,11724.38,
2018.04.13 17:08:40,126.0,USTEC,sell,in,2.6,6658.3,154.0,0,0.0,0.0,11724.38,
2018.04.13 23:50:00,127.0,USTEC,buy,out,2.6,6632.1,155.0,0,0.0,68.12,11792.5,
2018.04.16 15:53:40,128.0,USTEC,buy,in,2.6,6679.6,156.0,0,0.0,0.0,11792.5,
2018.04.16 23:50:00,129.0,USTEC,sell,out,2.6,6695.3,157.0,0,0.0,40.82,11833.32,
2018.04.18 19:18:40,130.0,USTEC,buy,in,2.5,6848.4,158.0,0,0.0,0.0,11833.32,
2018.04.18 23:50:00,131.0,USTEC,sell,out,2.5,6836.0,159.0,0,0.0,-31.0,11802.32,
2018.04.19 15:41:40,132.0,USTEC,sell,in,2.5,6810.9,161.0,0,0.0,0.0,11802.32,
2018.04.19 23:50:00,133.0,USTEC,buy,out,2.5,6770.7,162.0,0,0.0,100.5,11902.82,
2018.04.23 17:48:20,134.0,USTEC,buy,in,2.6,6700.5,163.0,0,0.0,0.0,11902.82,
2018.04.23 21:13:40,135.0,USTEC,sell,out,2.6,6633.5,164.0,0,0.0,-174.2,11728.62,sl 6633.50
2018.04.25 18:01:40,136.0,USTEC,buy,in,2.6,6519.8,165.0,0,0.0,0.0,11728.62,
2018.04.25 23:50:00,137.0,USTEC,sell,out,2.6,6564.1,167.0,0,0.0,115.18,11843.8,
2018.04.27 16:34:40,138.0,USTEC,sell,in,2.6,6728.2,168.0,0,0.0,0.0,11843.8,
2018.04.27 23:50:00,139.0,USTEC,buy,out,2.6,6666.8,169.0,0,0.0,159.64,12003.44,
2018.04.30 17:03:40,141.0,USTEC,buy,in,2.6,6706.8,170.0,0,0.0,0.0,12003.44,
2018.04.30 15:37:40,140.0,USTEC,sell,in,2.6,6687.3,171.0,0,0.0,0.0,12003.44,
2018.04.30 18:47:20,142.0,USTEC,sell,out,2.6,6639.73,172.0,0,0.0,-174.38,11829.06,sl 6639.73
2018.04.30 23:50:00,143.0,USTEC,buy,out,2.6,6599.7,173.0,0,0.0,227.76,12056.82,
2018.05.01 16:56:40,144.0,USTEC,buy,in,2.7,6613.7,174.0,0,0.0,0.0,12056.82,
2018.05.01 23:50:00,145.0,USTEC,sell,out,2.7,6719.0,175.0,0,0.0,284.31,12341.13,
2018.05.02 15:33:40,146.0,USTEC,sell,in,2.7,6699.9,177.0,0,0.0,0.0,12341.13,
2018.05.02 23:50:00,147.0,USTEC,buy,out,2.7,6627.9,178.0,0,0.0,194.4,12535.53,
2018.05.03 20:15:40,148.0,USTEC,buy,in,2.8,6648.5,179.0,0,0.0,0.0,12535.53,
2018.05.03 23:50:00,149.0,USTEC,sell,out,2.8,6661.2,180.0,0,0.0,35.56,12571.09,
2018.05.04 16:45:40,151.0,USTEC,buy,in,2.8,6656.6,181.0,0,0.0,0.0,12571.09,
2018.05.04 15:40:40,150.0,USTEC,sell,in,2.8,6625.8,182.0,0,0.0,0.0,12571.09,
2018.05.04 17:25:40,152.0,USTEC,buy,out,2.8,6692.06,183.0,0,0.0,-185.53,12385.56,sl 6692.06
2018.05.04 23:50:00,153.0,USTEC,sell,out,2.8,6774.5,184.0,0,0.0,330.12,12715.68,
2018.05.08 18:16:40,155.0,USTEC,buy,in,2.7,6832.3,185.0,0,0.0,0.0,12715.68,
2018.05.08 10:32:40,154.0,USTEC,sell,in,2.7,6821.3,186.0,0,0.0,0.0,12715.68,
2018.05.08 23:50:00,156.0,USTEC,sell,out,2.7,6817.2,187.0,0,0.0,-40.77,12674.91,
2018.05.08 23:51:00,157.0,USTEC,buy,out,2.7,6819.4,188.0,0,0.0,5.13,12680.04,
2018.05.09 15:36:40,158.0,USTEC,sell,in,2.7,6831.9,189.0,0,0.0,0.0,12680.04,
2018.05.09 19:21:40,159.0,USTEC,buy,in,2.7,6842.6,190.0,0,0.0,0.0,12680.04,
2018.05.09 23:50:00,160.0,USTEC,buy,out,2.7,6895.5,191.0,0,0.0,-171.72,12508.32,
2018.05.09 23:51:00,161.0,USTEC,sell,out,2.7,6894.6,192.0,0,0.0,140.4,12648.72,
2018.05.10 15:42:40,162.0,USTEC,buy,in,2.7,6912.6,193.0,0,0.0,0.0,12648.72,
2018.05.10 23:50:00,163.0,USTEC,sell,out,2.7,6955.1,195.0,0,0.0,114.75,12763.47,
2018.05.16 17:34:40,164.0,USTEC,buy,in,2.7,6919.7,197.0,0,0.0,0.0,12763.47,
2018.05.16 23:50:00,165.0,USTEC,sell,out,2.7,6928.7,198.0,0,0.0,24.3,12787.77,
2018.05.17 16:33:40,166.0,USTEC,buy,in,2.7,6909.5,199.0,0,0.0,0.0,12787.77,
2018.05.17 23:50:00,167.0,USTEC,sell,out,2.7,6897.8,200.0,0,0.0,-31.59,12756.18,
2018.05.23 17:07:40,168.0,USTEC,buy,in,2.7,6873.2,201.0,0,0.0,0.0,12756.18,
2018.05.23 18:47:40,169.0,USTEC,buy,in,2.7,6891.2,202.0,0,0.0,0.0,12756.18,
2018.05.23 23:50:00,170.0,USTEC,sell,out,2.7,6946.5,203.0,0,0.0,197.91,12954.09,
2018.05.23 23:51:00,171.0,USTEC,sell,out,2.7,6946.6,204.0,0,0.0,149.58,13103.67,
2018.05.25 17:31:40,172.0,USTEC,buy,in,2.8,6982.2,206.0,0,0.0,0.0,13103.67,
